Chr1	0	10000	0	0
Chr1	10000	20000	0	0
Chr1	20000	30000	0	0
Chr1	30000	40000	0	0
Chr1	40000	50000	0	0
Chr1	50000	60000	0	0
Chr1	60000	70000	0	0
Chr1	70000	80000	0	0
Chr1	80000	90000	0	0
Chr1	90000	100000	0	0
Chr1	100000	110000	0	0
Chr1	110000	120000	0	0
Chr1	120000	130000	0	0
Chr1	130000	140000	0	0
Chr1	140000	150000	0	0
Chr1	150000	160000	0	0
Chr1	160000	170000	0	0
Chr1	170000	180000	0	0
Chr1	180000	190000	0	0
Chr1	190000	200000	0	0
Chr1	200000	210000	0	0
Chr1	210000	220000	0	0
Chr1	220000	230000	0	0
Chr1	230000	240000	0	0
Chr1	240000	250000	0	0
Chr1	250000	260000	0	0
Chr1	260000	270000	0	0
Chr1	270000	280000	0	0
Chr1	280000	290000	0	0
Chr1	290000	300000	0	0
Chr1	300000	310000	0	0
Chr1	310000	320000	0	0
Chr1	320000	330000	0	0
Chr1	330000	340000	0	0
Chr1	340000	350000	0	0
Chr1	350000	360000	0	0
Chr1	360000	370000	0	0
Chr1	370000	380000	0	0
Chr1	380000	390000	0	0
Chr1	390000	400000	0	0
Chr1	400000	410000	0	0
Chr1	410000	420000	0	0
Chr1	420000	430000	0	0
Chr1	430000	440000	0	0
Chr1	440000	450000	0	0
Chr1	450000	460000	0	0
Chr1	460000	470000	0	0
Chr1	470000	480000	0	0
Chr1	480000	490000	0	0
Chr1	490000	500000	0	0
Chr1	500000	510000	0	0
Chr1	510000	520000	0	0
Chr1	520000	530000	0	0
Chr1	530000	540000	0	0
Chr1	540000	550000	0	0
Chr1	550000	560000	0	0
Chr1	560000	570000	0	0
Chr1	570000	580000	0	0
Chr1	580000	590000	0	0
Chr1	590000	600000	0	0
Chr1	600000	610000	0	0
Chr1	610000	620000	0	0
Chr1	620000	630000	0	0
Chr1	630000	640000	0	0
Chr1	640000	650000	0	0
Chr1	650000	660000	0	0
Chr1	660000	670000	0	0
Chr1	670000	680000	0	0
Chr1	680000	690000	0	0
Chr1	690000	700000	0	0
Chr1	700000	710000	0	0
Chr1	710000	720000	0	0
Chr1	720000	730000	0	0
Chr1	730000	740000	0	0
Chr1	740000	750000	0	0
Chr1	750000	760000	0	0
Chr1	760000	770000	0	0
Chr1	770000	780000	0	0
Chr1	780000	790000	1	0
Chr1	790000	800000	0	0
Chr1	800000	810000	0	0
Chr1	810000	820000	0	0
Chr1	820000	830000	0	0
Chr1	830000	840000	0	0
Chr1	840000	850000	0	0
Chr1	850000	860000	0	0
Chr1	860000	870000	0	0
Chr1	870000	880000	0	0
Chr1	880000	890000	0	0
Chr1	890000	900000	0	0
Chr1	900000	910000	0	0
Chr1	910000	920000	0	0
Chr1	920000	930000	0	0
Chr1	930000	940000	0	0
Chr1	940000	950000	0	0
Chr1	950000	960000	0	0
Chr1	960000	970000	0	0
Chr1	970000	980000	0	0
Chr1	980000	990000	0	0
Chr1	990000	1000000	0	0
Chr1	1000000	1010000	0	0
Chr1	1010000	1020000	0	0
Chr1	1020000	1030000	0	0
Chr1	1030000	1040000	0	0
Chr1	1040000	1050000	0	0
Chr1	1050000	1060000	0	0
Chr1	1060000	1070000	0	0
Chr1	1070000	1080000	0	0
Chr1	1080000	1090000	0	0
Chr1	1090000	1100000	0	0
Chr1	1100000	1110000	0	0
Chr1	1110000	1120000	0	0
Chr1	1120000	1130000	0	0
Chr1	1130000	1140000	0	0
Chr1	1140000	1150000	0	0
Chr1	1150000	1160000	0	0
Chr1	1160000	1170000	0	0
Chr1	1170000	1180000	0	0
Chr1	1180000	1190000	0	0
Chr1	1190000	1200000	0	0
Chr1	1200000	1210000	0	0
Chr1	1210000	1220000	0	0
Chr1	1220000	1230000	0	0
Chr1	1230000	1240000	0	0
Chr1	1240000	1250000	0	0
Chr1	1250000	1260000	0	0
Chr1	1260000	1270000	0	0
Chr1	1270000	1280000	0	0
Chr1	1280000	1290000	0	0
Chr1	1290000	1300000	0	0
Chr1	1300000	1310000	0	0
Chr1	1310000	1320000	0	0
Chr1	1320000	1330000	0	0
Chr1	1330000	1340000	0	0
